,Hotel_Name,Review,Review_Consensus
705,K K Hotel George, Breakfast buffet was more than satisfactory Plenty of choices for all Bed was very comfortable Bathroom shower was powerful and plenty of hot water Location could not have been better Very short walk to underground Beautiful gardens at the rear of hotel Very quiet in spite of being close to Earl s Court Rd Staff was friendly and helpful Everyone was very easy to deal with ,positive
706,K K Hotel George, London hotel rooms are very small There was very little storage Would have liked to have some drawers however small for storage ,negative
707,K K Hotel George, There was a beautiful garden at the back of the property where guests could relax in the sunshine read order a drink etc A great location very close to Earls Court restaurants and tube Good breakfast ,positive
708,K K Hotel George, The room for three people was on the small side ,negative
709,K K Hotel George, Fantastic location very clean room someone called Leanne I think on reception was helpful and kind Breakfast was lovely great choice ,positive
710,K K Hotel George, Room wasn t ready on arrival after travelling from Leeds to London and phoning 2hours away to reserve parking Rude receptionist to girlfriend about parking as it wasn t our fault someone had taken our space We arrived at 16 00 and our room wasn t ready so was given a complimentary drink each and half an hour later still wasn t ready and being told it would be a further 40minutes Just wasn t good enough as we were only staying for 1 night and had a concert to go to ,negative
711,K K Hotel George, Breakfast was excellent Staff in the restaurant were very pleasant especially the lady who took our room numbers showed us to our table ,positive
712,K K Hotel George, Our room allocated wasn t up to our expectations bathroom was to small when you opened bathroom door you banged into the toilet We had to require a different room at an extra cost of 30 a night ,negative
713,K K Hotel George, The garden was a bonus Lovely area to have some quiet time and enjoy a drink Secure parking was also a good feature ,positive
714,K K Hotel George, The cooked elements of breakfast could have been better but the continental selection was very good ,negative
715,K K Hotel George, Great location it s easy to find and incredibly close to the Earl s Court Underground station Clean Quiet Breakfast was a good quality and selection Nice pillows Lovely large windows in the rooms with beautiful billowing curtains Newly remodeled marble slate bathroom Mini fridge in room Desk had a mirror so it doubled as a great place to do hair and make up Beautiful garden area I didn t get to spend much time out back but it s worth buying a glass of wine and hanging out with some friends in that area ,positive
716,K K Hotel George, The room was a lot smaller than advertised I requested a room on the top floor was originally put on the 2nd floor They changed me to a room on the top floor only to find out at 1am that the room had previous electrical issues that they knew about which hadn t been resolved and caused a loud knocking noise Once reported to the front desk I was asked to move rooms at 1am No assistance was offered Second room was slightly larger than the first but not by much I thought the breakfast was a good quality but pretty overpriced Beds were rather stiff but not entirely uncomfortable I didn t find the staff very friendly They weren t mean they just didn t seem very keen on being pleasant bad day maybe The gym is not worth calling a gym Has some meager cardio equipment no real ventilation no tv ,negative
717,K K Hotel George, Location first and foremost Lovely gardens ,positive
718,K K Hotel George, Lower ground floor room L01 possibly the smallest bathroom I ve ever stayed in awful View from Windows not inspiring to see the rat traps outside Won t go back ,negative
719,K K Hotel George, Very good hotel professional people s and very well organized Unfortunately the fitness area is veeery small maybe this hotel with this kind of level can evaluate in the best future to invest something more in space for this area Sauna was not available but o k i can accept this in summer period i hope this will not hapen during winter nothing more check always the price sometimes without promotion is not acceptable for this kind of structure I will pay for this not more than 150 p more than this price became not anymore competitive with similar hotel with same level,positive
720,K K Hotel George, Dimensions of the room small But I m was a single room and Erls court London The space cost money as a traditional London hotel,negative
721,K K Hotel George, Clean comfy beds Beautiful gardens Excellent helpful staff ,positive
722,K K Hotel George, Squeaky floors Difficult to go to the bathroom at night without waking my husband Also 4th floor our window didn t open to the outside ,negative
723,K K Hotel George, The staff were all so professional and friendly They really made the entire visit special and went out of their way to accommodate every inquiry or request we made The hotel itself was clean and the location to get on the Earl s Court tube was really convenient for all of our planned excursions I would totally recommend the K K Hotel George ,positive
724,K K Hotel George, Small but modern and well furnished room Nice linens and a superior small bathroom ,positive
725,K K Hotel George, Not once during our four day stay including when we arrived to check in did any staff member speak to us before being spoken to first We were the only guests in the reception area when we checked in Not one single welcome good morning or hello in four days And we were not disgruntled or asking for any special requirements It was a very nice property but that indifferent attitude was a striking difference from every other small hotel and B B in which we stayed on this three week UK vacation We would not recommend K K Hotel George nor would we return ourselves ,negative
726,K K Hotel George, Very comfortable bed with two kind of pillows one higher and one lower that suit different need in our family The hotel has a inside garden beautiful English style where you feel relax with a glass of beer It s very close to the Earl s court station but still loated on a quite street you can keep the window open while you sleep during the night We like this hotel ,positive
727,K K Hotel George, The hotel only support to call their contracted taxi which is expensive and unsafe when we paid by credit card they have no cashier mashine in the car instead they called the back office we had to tell them our credit card no expire month and the security no through the mobile phone this is very riskful for us The hotel should improve their taxi service raise the safety requirement to their contracted taxi company ,negative
728,K K Hotel George, Fantastic breakfast buffet Great location Quiet rooms ,positive
729,K K Hotel George, The front desk staff was not very informed regarding city happenings or tips Fortunately I could rely on the internet to answer more specific questions Additionally I was not entirely confident that they understood the questions I was asking in English ,negative
730,K K Hotel George, We stay at this hotel each time we are in London in a nice quiet street just a short walk to Earls Court underground station the staff are always friendly rooms are always cleaned properly it s just a nice place to return to after a long day in London Great buffet breakfast,positive
731,K K Hotel George, Great position lovely having breakfast overlooking beautiful garden Which you could have a walk around or seat and relax Staff were very helpful and friendly ,positive
732,K K Hotel George, Location near the Earl s Court Underground VERY convenient Restaurants nearby Good location away from the tourist bustle but very easy to get around London via the Tube ,positive
733,K K Hotel George, Staff not very friendly Did their job but seldom smiled or made one feel welcomed ,negative
734,K K Hotel George, The staff was very helpful,positive
735,K K Hotel George, Room size too small and it was too hot Our window was too small and It good lighting We stayed on the 4th floor and I believ that room should not be used but perhaps converted to a larger room or storage since the lighting was poor from this awkward size window Breakfast was ok but they started taking things away and cleaning while we were still there ,negative
736,K K Hotel George, Hotel was nice and comfortable Very clean Room was a bit small but adequate Staff was friendly and helpful The location was great because it was a 4 minute walk from 2 underground lines Plenty of restaurants convenience stores and ATM nearby ,positive
737,K K Hotel George, The room was a little stuffy They didn t have AC on yet Probably too early in the season Shower sometimes went hot and then cold ,negative
738,K K Hotel George, We really liked the breakfast There was a wide choice of food The hotel is in a nice neighbourhood with many good quality restaurants It is also close to the subway station ,positive
739,K K Hotel George, The shower temperature was changing all the time from freezing to boiling and back ,negative
740,K K Hotel George, Room as advertised excellent location a 2 minute walk to buses and the tube Friendly and helpful front desk staff Would love to stay here on our next London trip too ,positive
741,K K Hotel George, quiet comfy room Very helpful staff Excellent location just off the Earls Court tube and lots of excellent places to eat close by ,positive
742,K K Hotel George, choice of food in bar wasn t too good but there are lots of great places to eat nearby so there was no problem ,negative
743,K K Hotel George, Closeness to Piccadilly Line and general ambience of the hotel,positive
744,K K Hotel George, The fact the windows don t open and the room was hot and stuffy and the bed was hard it was necessary to switch heating off put aircon on maximum and then of course it was noisy and even so there was no fresh air which is essential,negative
745,K K Hotel George, The location is excellent direct route from the airport at Heathrow The hotel is clean and modern and has basic amenities breakfast room bar The street is quiet A good hotel if travelling on business ,positive
746,K K Hotel George, The rooms are very small we had trouble fitting 2 suitcases in The price is fairly high even by London s standards and breakfast was extra ,negative
747,K K Hotel George, The staff were superb very helpful and friendly The hotel is in an excellent position close to the Underground station and easy to get to The room was very clean and well serviced each day ,positive
748,K K Hotel George, The room is a little small and the decor is dated ,negative
749,K K Hotel George, The location was excellent 2 mins from tube and walkable to several locations Kensington Palace Albert Hall Knightsbridge etc if you re reasonably mobile We received a complimentary upgrade on the room Bed was lovely and comfortable Hotel was lovely Staff friendly and attentive As is just off main road nice and quiet Can t review facilities as we spent all day and night out in the city but what we saw and read it had all you need I always judge things on whether you d return and in this case yes I would You ll probably be able to get cheaper elsewhere but when you walk in you will realise why Lovely hotel for a special occasion ,positive
750,K K Hotel George, Air con seemed to be set on winter warmer but easily resolved switched it off and opened window simples ,negative
751,K K Hotel George, We had gluten free breakfast They had separate toaster for gluten free breads But I can not recommend the breakfast or eating there at all for people who need to follow strict gluten free diet Otherwise I can not complain great full wide ranging and diverse breakfast I just could not eat it Still for sure I could stay there for another time and bring my husband for the breakfast Enough for a big man It was great to have opportunity to print out your boarding passes after on line check in before leaving the hotel ,positive
752,K K Hotel George, We needed gluten free breakfast and ordered it beforehand but the serving was not safe The toasts were but nothing else not The table was set up in the way that cross contamination was difficult to avoid Also bacon eggs and potato cakes were cooked in the same oven and served together Potato cakes had gluten including flours They seemed to have no idea what exactly it all means to serve safe gluten free food ,negative
753,K K Hotel George, friendly stuff clean location,positive
754,K K Hotel George, breakfast the same everyday not much options but good and clean fitness center has one machine and they call fitness center small rooms ,negative
755,K K Hotel George, Perfect location close to all transports Nice and clean hotel Friendly staff and a really nice garden The area was nice and quiet ,positive
756,K K Hotel George, Breakfast was crowded at times and the selection of food was ok but not great ,negative
757,K K Hotel George, I absolutely love this hotel The staff is great the rooms are small but comfortable The location cannot be beat This hotel is a 2 min walk to the tube station and from there you can get anywhere you need to go ,positive
758,K K Hotel George, Rooms could be updated that being said everything is functional and very clean ,negative
759,K K Hotel George, Location for tube and central London plus some nice restaurants close by too Staff were very pleasant Breakfast was fresh and plentiful choice too ,positive
760,K K Hotel George, Bed was too soft bathroom a wee bit small for manoeuvring in ,negative
761,K K Hotel George, Generally it s a wonderful experience The hotel is within walking distance of Earl s court station very convenient location There re cafe bakery fast food supermarket very near to the hotel The staffs at the reception are polite and helpful especially a gentleman The room space is sufficient there s no problem to put two large suitcases The TV is new and major English TV programs are provided Mattress is comfortable it s glad to find water boiler in the room so I can make some tea Complimentary mint chocolate and drinking water are provided The cleanness is excellent no dirty spot is found Bath towels and amenities are changed everyday The surrounding area is safe to hang around during night It costs only around 100 pounds per night which is a good deal ,positive
762,K K Hotel George, The wifi is only 500kb s which isn t fast by today s standards The power socket near the bed was loosen I can t charge my phone ,negative
763,K K Hotel George, The breakfast was perfect very clean parking was easy to reach and available even we left the hotel one night to go to Leeds Very kind of the hotel ,positive
764,K K Hotel George, The location is definitely the main selling point,positive
765,K K Hotel George, We were put in a basement room which certainly wouldn t have classed as a 4 star room How ever it was clean and bed was comfortable ,negative
766,K K Hotel George, Good quality breakfast food friendly and efficient staff,positive
767,K K Hotel George, Wifi is ridiculously slow and fiddly to connect using Chrome Breakfast coffee was only average,negative
768,K K Hotel George, Staff was very friendly and helpful The location was great The room was very quiet ,positive
769,K K Hotel George, We choose to personally take our laundry to be cleaned as it was 1 10 th of the cost of what the hotel was going to charge this was very excessive The room was very warm but we managed by keeping the windows and drapes open ,negative
770,K K Hotel George, Great Location with very easy access to public transport and popular location Major Shopping streets walkable A very comfortable hotel,positive
771,K K Hotel George, Not convinced that solo travellers are treated with the same consideration as others for room location in the hotel in particular,negative
772,K K Hotel George, Beds very comfortable Pleasant and necessary lounge area off reception with excellent bar staff Area good for restaurants ,positive
773,K K Hotel George, Top floor rooms were so small had to leave one suitcase in the car as unable to fit it in Rooms very hot and had to have windows open in sub zero temperatures Shower over bath tub was dangerously erratic with cold water rapidly displaced by scalding water and no non slip mat or stickers in bath Lethal combination for the elderly or children Second room key not allowed by the hotel s security so had to call reception to let us in if separated Front desk staff very dismissive ,negative
774,K K Hotel George, Staff were courteous and helpful,positive
775,K K Hotel George, The breakfast staff were not helpful When we went for breakfast the restaurant was busy and we were asked to wait about 5 minutes to be seated They forgot about us and we had to approach them about our table After 25 minutes we were finally seated I was so upset I did not have a breakfast and left the restaurant in disgust at our treatment We won t be back,negative
776,K K Hotel George, Location is excellent and easy to get into central London and choice of local restaurants fab Staff at the hotel are friendly and accommodating Rooms are spacious very comfortable and clean Breakfast options excellent and Bar area very comfortable and cosy Big plus is underground parking at the hotel also Fab experience all round ,positive
777,K K Hotel George, good sized room for the price and wonderfully located having its own bar and restaurant on site was a bonus despite there being countless foodie drinkie options outside their doors ,positive
778,K K Hotel George, couldn t work out how to crank DOWN the heating in the room Bathroom is miniscule Mini bar was very limited with its choice,negative
779,K K Hotel George, Excellent location near major railway lines Easy to get from the airport Friendly and helpful staff A homely atmosphere and personal attention Highly recommended ,positive
780,K K Hotel George, Location for Central London is perfect Hotel is very clean ,positive
781,K K Hotel George, Breakfast is expensive especially when I have already paid over 90 for a standard room per night ,negative
782,K K Hotel George, very good location restaurants and supermarkets around and the clineanliness of the hotel ,positive
783,K K Hotel George, mistake over payments and noise due to creaky floorbords Also It would ve been nice if we were told beforehand that a 60 euros deposit would be required regarding potential mini bar consumptions When we refused to comply the person in charge told us curtly that our mini bar shall be emptied fothwith ,negative
784,K K Hotel George, Superfriendly staff comfortable beds safe in the closet and the housekeeping was superb they even made the bed extra nice for my daughter by tucking in her Teddybears 3 Clean bathroom nice shower and the room was nice and quiet for my daughter to sleep in the evening Unfortunately it was winter so we did not get the opportunity to spend time in the garden but it made a nice view from the window in our room and at the breakfast table The underground is only a 2 minute walk so getting around was very easy I am overall very satisfied with my stay at this hotel and would recommend it ,positive
785,K K Hotel George, The only thing I can think of is that i would have preferred not to have a wall to wall carpet in the room but it seemed clean so it was no big deal ,negative
786,K K Hotel George, I especially liked my room s well operating walk in non slip shower and bathroom an amenity not always found in other London hotels I also liked the comfortable bed the size of room the good elevators lifts and the proximity to Earl s Court Tube buses cafes shops and ATMs ,positive
787,K K Hotel George, Thank you K K Hotel George at Earl s Court you assured our stay in London was fun and despite some snow cozy and pleasant Thank you for accommodating our every need from booking theatre tickets to providing cutlery for our take away even letting us borrow the HDMI cable from the business centre Everyone is so knowledgeable and helpful and kind Cannot wait try your other locations thank you again kkhotelgeorge kkhotelgeorge,positive
788,K K Hotel George, Very good location for tube station and getting around all the sights and shows we had pre booked,positive
789,K K Hotel George, I had to ask at breakfast all 3 mornings we were there for coffee and re fills I think it would be better to have coffee on the buffet as you could just help yourself like you could with tea,negative
790,K K Hotel George, Friendly helpful staff The facilities are good including the bar The Earl s Court tube station is just a few steps away and this station has access to several useful lines For what you get the prices are reasonable Very nice breakfast buffet ,positive
791,K K Hotel George, My one complaint is the overly soft mattresses It was not good for my back ,negative
792,K K Hotel George, The location was just 3 4 minutes from Earl s Court Paul s was also opposite the Underground station making it very convenient to pop by for breakfast excellent Espresso Cappucino and freshly baked pastries by the way before heading off for sightseeing ,positive
793,K K Hotel George, The mattress wasn t comfortable and the pillows were way too soft I had a neck ache the next morning The room was super tiny We stayed at the Hilton Bankside and the room was so spacious in comparison ,negative
794,K K Hotel George, The staff are really helpful and accommodating Nothing was too much trouble The hotel is very pretty in a great location with a cosy bar area I have stayed here several times and will definitely stay again ,positive
795,K K Hotel George, Temperature in the room was difficult to regulate ,negative
796,K K Hotel George, The location,positive
797,K K Hotel George, I don t know if it was because I booked through Booking com but seemed to get the worst room in the place Underground with no view Unable to book breakfast for second day at the reduced price as I should have done it on check in I didn t know what I was going to be doing on check in Tea and biscuits not replenished the second day ,negative
798,K K Hotel George, The entire staff were friendly courteous and helpful The room was clean and quiet and the breakfast was excellent as was the location 4 minute walk to the underground tube just perfect ,positive
799,K K Hotel George, Really nothing this was a perfect choice ,negative
800,K K Hotel George, Location heated outdoor smoking area breakfast is good Just 2 min walk to Earls Court station Halal restaurants are very close by ,positive
801,K K Hotel George, Rooms are not heated may be an issue in very cold winters Gym is open from 4 00 pm to 10 00pm when you usually are out ,negative
802,K K Hotel George, Helpful friendly staff Good location,positive
803,K K Hotel George, Soiled chair in room Pillows not clean Shower temp control very sensitive in 1st room we stayed in Value for money,negative
804,K K Hotel George, Excellent hotel in every aspect Fantastic location with only a 2 3 minute walk to the tube station which takes you into central London Rooms are small but perfectly formed with a lovely bathroom All the staff are very polite and friendly and sorted out the small problem with the bathroom sink and brought a firmer pillow with no issues Great choice of buffet breakfast both hot and cold all replenished regularly Would definitely stay here again and recommend it to anyone ,positive
805,K K Hotel George, Comfy bed a lovely warm room with good facilities on a cold damp London day Great shower nice toiletries and fab fluffy towels Would stay again as it was a great location The things we didn t like weren t the end of the world and we enjoyed our stay ,positive
806,K K Hotel George, We asked for 2 singles and a sofa bed but were given a double bed and no explanation There were few accessible plugs for hair straighteners and the like and the hair dryer didn t work To be fair we didn t take this up with the hotel so they may have sorted this if asked to do so ,negative
807,K K Hotel George, Location fantastic 2 minute walk to Earl Court tube shops and restaurants Beautiful building with parking ,positive
808,K K Hotel George, No Iron and ironing board and maybe a few sachets of hot chocolate in the room nothing really to complain about ,negative
809,K K Hotel George, Delicious English Breakfast Staff very helpful and pleasant ,positive
810,K K Hotel George, Did book a twin bedded room and got a very large double so it didn t matter too much Loo very low lucky I am only 5ft 2 ,negative
811,K K Hotel George, Its in the right area for what we need,positive
812,K K Hotel George, Staff not particularly helpful Have stayrf before and not had room serviced so had to request this 3 times Breakfasy ok but not outstanding for a 4 Rooms small esp bathroom and not particularly warm,negative
813,K K Hotel George, English breakfast everyday was a welcome bonus Bar is not impressive but well run kudos to Mariusz who looked after me ,positive
814,K K Hotel George, Housekeeping missed my room one day and although I did not make much of a fuss over it I did not get a convincing explanation I did get an apology though ,negative
815,K K Hotel George, overallthe hotel was worth themoney and really handy for the tube good local pub for a great breakfast,positive
816,K K Hotel George, room wasn t ready was upgraded but had to pay for a drink while we waited,negative
817,K K Hotel George, great location near the underground 5 breakfast room size consider good when compared to London hotels super fast Wifi,positive
818,K K Hotel George, bathroom is really small,negative
819,K K Hotel George, location was pretty good with decent restaurants in walking distance Wifi did the job Range of tv channels Shower was lovely,positive
820,K K Hotel George, Staff could ve been a bit more clued up failed to check my booking room assigned was not what I asked for I requested a double and on entering the room was given a twin So was offered a double in the lower ground it didn t smell very pleasant in the room and the mattresses need to be changed I was advised I had been upgraded This was probably due to the error made on check in however even though the room may have been bigger there were no extras in the room and the TV was much smaller Clearly not an upgrade I don t know I guess for 135 I was expecting a lot more for a 1 night stay On checking in I was asked to pay for breakfast as its more expensive on the day yet it was already part of the rate I didn t have the best start to staying here unfortunately And not even a helping hand with my bag considering the error of assigning me the wrong room laid with the hotel breakfast could ve been more fresh and hotter Appreciate I had arrived 25mins before it closed yet it was still in the valid timeset ,negative
821,K K Hotel George, Location near Earls Court Tube stop,positive
822,K K Hotel George, Weird atmosphere in reception many eastern European staff Room Cold and uninspiring 4 per drink of cheap orange juice mixed with tap water Overpriced overall,negative
823,K K Hotel George, Good English breakfast ,positive
824,K K Hotel George, Front desk night manager charged my bill in dollars without permission He tried to net an extra 40 on my bill with the horrible exchange rate When I caught it he told me I must have authorized it at check in which I had not Completely unacceptable ,negative
825,K K Hotel George, Staff on the front desk we re very welcoming ,positive
826,K K Hotel George, The towel in the bathroom had blood on it and it wasn t our blood so disgusting Also we had a room below the pavement at the front of the hotel with a lot of noise from foot traffic and their conversations ,negative
827,K K Hotel George, Very short walk from the tube but not on the main road ideal location ,positive
828,K K Hotel George, The gym facility is pointless make sure you go elsewhere if you want to use the gym ,negative
829,K K Hotel George, Location location location and breakfast ,positive
830,K K Hotel George, Two years in a row we checked in for 10 days On booking we were asked about early arrival and we noted we would arrive before the 3pm check in time No effort was made to shorten or minimize hours of waiting time to get our room Last year our friends from the Midlands arrived for a 1 night stay while we were there and at 9am sharp their room was ready and they got in Let me see ten days and thousands of pound versus one night Who do you take care of ,negative
831,K K Hotel George, Wonderful bed Impeccably clean room Staff are very helpful and polite,positive
832,K K Hotel George, Saw into the cleaner maids cupboard due to a door not fully shut during hours when servicing of rooms was not happening,negative
833,K K Hotel George, Comfortable beds quality breakfast nice and helpful staff short walk to the tube,positive
834,K K Hotel George, The air condition did not work for cooling down the room we were told to shut it off and open the windows which brought all sounds from streets in from police etc Our room on the 5th floor was small and the bathroom was very small about 3 m2 ,negative
835,K K Hotel George, The location the room was a little bigger for the usual London hotel room The staff are generally very friendly from the front desk to the kitchen huge asset for the hotel They provide umbrellas when it rains and of course the wifi fantastic I enjoyed my stay overall,positive
836,K K Hotel George, The bathroom is too small and the break fast lacks variety for one staying more than four days I stayed for 6 nights The cleaners don t replenish toiletry supplies facial tissues ran out from my rom and they didn t refinish them They also don t replace bed covers if you don t ask them,negative
837,K K Hotel George, Comfortable bed,positive
838,K K Hotel George, It was noisy throughout the night because of the central heating boiler being so close to room 116 If it wasn t the boiler it was something else noisy ,negative
839,K K Hotel George, Very well kept hotel with a lovely garden Staff particularly friendly and professional A very nice room,positive
840,K K Hotel George, The heating was not working in the room for the first two days,negative
841,K K Hotel George, The Location was good on a quiet street about 200 meters from the Earls court Tube and buses Close to some nice restaurants and pubs for breakfast lunch or dinner,positive
842,K K Hotel George, I think this may be a London thing judging from other reviews but the rooms and corridors are tiny think small and take away another foot In our room the window didn t close properly the heat didn t work and the bath did not empty when you took a shower Very dated apart from the TV If like us you intend not to be in your room much the hotel is adequate but would I stay again not if it was free is the answer,negative
843,K K Hotel George, Very comfortable beds well lit room bathroom compact but worked well the staff were all polite and helpful good gardens and quiet location,positive
844,K K Hotel George, Noise from other rooms eg talking late at night airless corridors smelled a bit institutional,negative
845,K K Hotel George, The staff are friendly and kindly to help Our room is not in the basement and it s clean especially the bathroom which we care most Briefly it s a good hotel in this price we ll choose to stay again next time ,positive
846,K K Hotel George, The room facing the street sometimes there s some noise from people chat but it became silence after midnight ,negative
847,K K Hotel George, Stayed in room 226 Comfy bed and pillows Quiet room facing lovely garden Super clean and neat Good size flat screen TV with lots of channels Staff wonderfully helpful Food in bar restaurant really good and priced on par with other sit down table service restaurants Two minute walk from Earl s Court Tube Also every convenience a traveler could want located right on Earl s Court Road several bank ATMs pubs and other eateries laundry dry cleaning services even America fast food if you need your fix McDonald s Burger King KFC and Starbucks There s even a retractable clothes line in the shower for those travelers like me who do a bit of sink laundry I always remind my fellow Americans who are not used to European hotel rooms that rooms are small compared to US standards but comfort cleanliness and location rank FAR higher in my opinion than wasted floor space ,positive
848,K K Hotel George, I can t think of a thing that needed improved upon All aspects of my stay were excellent ,negative
849,K K Hotel George, The position of the hotel was very close to Earl s Court Tube Station,positive
850,K K Hotel George, Definitely not a 4 star hotel Triple room was super tiny not even a double room size we were really struggling Not enough wardrobe space not enough plugs in the room third bed very umcomfortable Facilities very basic toileteries including only shampoo and shower gel very bad quality not even shower cap or body lotion Except for the reception ladies staff very rude Definitely not reccomended Being in London in the same area several times and there are definitely better real 4 stars ,negative
851,K K Hotel George, The location was perfect Stones through away from Earls Court station Staff were all lovely and accommodating Gardens were lovely Cracking Thai restaurant round the corner too Rooms were fine nothing outstanding but clean and the bed was comfy We didn t use all the hotel facilities unfortunately as really busy sight seeing ,positive
852,K K Hotel George, Very convenient location to transfer and restaurants and even the rooms are on ground floor it is on a quiet street and we are able to a good night rest ,positive
853,K K Hotel George, Cleaning of the hotel is a bit slow room does not get cleaned until 5pm For people who like to take some rest in the hotel during the day seems to be inconvenient ,negative
854,K K Hotel George, The staff was helpful and friendly The lobby bar and breakfast areas are pleasant It is conveniently located close to the center without being in a noisy road Very close proximity to fast food chains supermarket and the metro ,positive
855,K K Hotel George, Very small room dated interior The cleaning could improve My room floor had an angle from one side of the wall towards the bed The bed was loosing boards underneath it ,negative
856,K K Hotel George, Bed linen is so cozy lovely breakfast super showers and staff are great and friendly ,positive
857,K K Hotel George, Maybe bathroom door could open out vs in as it s a very tight space and this would help ,negative
858,K K Hotel George, Location excellent Staff very helpful ,positive
859,K K Hotel George, There is no proper air conditioning it s set to heating in October so the room can get too hot to have a comfortable temperature to sleep Air con at this time of the year is opening the windows ,negative
860,K K Hotel George, The location was perfect close to the Underground restaurants etc yet quiet The food both breakfast and lunch was delicious fresh flavorful The staff throughout from front desk to housekeeping to restaurant were delightful The room was spotless bed was heavenly view from the room was a beautiful garden Perfect conclusion to our 3 week stay in the UK,positive
861,K K Hotel George, We only stayed 2 nights ,negative
862,K K Hotel George, This is the second K K hotel I stayed at the other was in Barcelona It s a great boutique hotel The hotels are spotless staff is extremely friendly and this particular hotel has the most gorgeous back yard although it was a little too cold to sit outside You re in a good neighborhood not in the thick of it all which is nice for London Would definitely stay here again ,positive
863,K K Hotel George, It was small but comfortable and very quiet The garden was beautiful Breakfast was very good Staff was friendly and helpful It is located only two blocks from the tube ,positive
864,K K Hotel George, There was nothing that we can think of The room key is very large and there is only one They ask that you turn it in when you go out It s a little eccentric but OK ,negative
865,K K Hotel George, there where waterpipes near the room it sounded like it s in our own toilet everytime someone upstairs flushed very loud and sbsolutely disturbing maybe only in these room 12 ,negative
866,K K Hotel George, Quiet room,positive
867,K K Hotel George, The room was really really cold The heating didn t work I was brought an electric heater but the room was too cold for it to make any difference This led to a really bad nights sleep ,negative
868,K K Hotel George, K k is a heath hotel that can a person stay on I like it a lot I get a beautiful welcome I think to come next year with my family And thank you for all ,positive
869,K K Hotel George, Staff Great friendly Acomodating In particular reception staff and bar man Wednesday night You can open a bedroom window,positive
870,K K Hotel George, Thankfully upgraded to a superior room and even that was small and noisy No scrambled eggs at breakfast first morning second morning they ran out of eggs Should be constantly monitored This is a deceptively large and busy hotel I requested somewhere within close walking distance to Olympia 25 min walk is not that close ,negative
871,K K Hotel George, Staff were very helpful,positive
872,K K Hotel George, The bed mattress was too hard without the mattress topper on which we removed because it made us hot The mattress was orthopaedic firm,negative
873,K K Hotel George, Very good location in a quiet street with no bars or noisy passer bys Only a short walk to nearest subway Nice and clean hotel but with relatively small rooms Good service but could benefit from a bit more warmth from he staff Nice breakfast restaurant Will come back again ,positive
874,K K Hotel George, Breakfast is good but has some potential for improvements Long periods without eggs etc Very limited selection of vegetables and salad Would probably expect better breakfast from a 4 star place ,negative
875,K K Hotel George, The hotel is incredibly handy to Earl s Court Station We loved using the garden at the rear of the hotel plus its quiet location such a bonus for enjoying a quiet G T at the end of each hectic day in London We ate breakfast daily throughout our stay in the hotel s restaurant and the freshness food quality and choices were excellent Being exhausted one night we ate dinner also in the restaurant where we chose from a limited but ample menu Must mention that we had initial fears of noise from the elevator adjacent to which our room was located There was no need to worry as we never heard a sound from it amazing We ll be using this hotel again as it suited us so well ,positive
876,K K Hotel George, Don t believe there was anything we didn t like My personal choice for marmalade at breakfast wasn t available but I was able to find something else amongst the spread choices to satisfy my palate so this isn t a complaint ,negative
877,K K Hotel George, Excellent location You have the access to Earl s Court Underground within 3 minutes walk District and Piccadilly Lines take you to most of the sites you possibly need to go especially Heathrow without any transfer Many stores and restaurants around but the hotel is situated in a quiet quarter ,positive
878,K K Hotel George, Personally I think the bathroom needs a door to keep water away from the toilet and it will save the clerk a lot of cleaning work by putting a plastic bag in the rubbish bin ,negative
879,K K Hotel George, House keeping quality and service very good Even folded our clothes Breakfast was unbelievable You even had stewed prunes First floor room was clean comfortable and very quiet Loved the morning newspapers and availability of little lounge for afterdinner coffee and drinks Liked the breakfast being made available with room price Obtaining a cab at desk was very quick and their services the cab was quality also Would consider staying here again ,positive
880,K K Hotel George, Just walking in the reception could be made a bit more comfortable perhaps seating for more than 1 person a table for brochures Also we found that the area had many good local restaurants which could be printed on a simple map as well as grocery stores hairdresser etc These were in walking distance to the hotel and would be a great help for first time visitors ,negative
881,K K Hotel George, Although the rooms are small they are comfortable and cozy and we found the hotel to be a great spot to rest and relax after running around the city Breakfast was included making the price a little more reasonable than many hotels in this very expensive city ,positive
882,K K Hotel George, I love everything about this hotel it s in a perfect location round the corner from the tube but in a quiet street The breakfast caters for all tastes and is plentiful and delicious The rooms and beds are comfortable and very clean the staff can t do enough for you The whole feel of the hotel is up to and excelling in some cases the standard of an expensive West End hotel but with a cosy feel to it It s my favourite hotel in London and I ve stayed in quite a few ,positive
883,K K Hotel George, Nothing could have been better honestly and I m very critical and picky ,negative
884,K K Hotel George, This is the second time I stay in this hotel It s clean and bed is calling my comfortable Also the vote is near by earls court underground station and the street is full of restaurants coffee shops and supermarkets,positive
885,K K Hotel George, close to city center 3mins away from Tube station very clean and comfortable rooms very friendly and professional staff excellent breakfast,positive
886,K K Hotel George, It took them 3 days to charge our card minutes before the client arrived inconvenient and stressful to deal with i had to repeat the story to 3 different staff poor english from staff we cant book for our employees there again,negative
887,K K Hotel George, This hotel was a great value near the tube station in Earl s Court It was one of the few places in London that offered three twin beds in one room which was perfect for us since we were traveling with our daughter It was very clean and charming with comfortable beds and in a lovely quiet neighborhood proximate to transportation to everything There was a nice little lounge bar in the lobby that we stopped into every night after our touring ,positive
